Идентификатор;Номер заказа;Ид. реактива;Ид. заказчика;Вес в граммах;Дата заказа;Ид. магазина;Стоимость партии
836;NJ217169HV;1556;19;874.918;2015-06-21;2;26856482.928
837;ND408684YG;1690;65;939.192;2015-09-07;6;75594624.888
838;ND408684YG;969;65;500.887;2015-09-07;6;45439466.866
839;ND408684YG;1536;65;762.155;2015-09-07;6;34979103.725
840;VP012667XT;579;54;523.561;2015-10-14;0;34429371.36
841;KO940577YS;593;59;306.849;2014-05-04;6;12459910.493999999
842;FP246962HH;1678;82;183.786;2013-06-03;6;16383235.398
843;FP246962HH;289;82;389.634;2013-06-03;6;19405721.37
844;MR366913GP;736;98;881.212;2017-08-04;6;23860577.324
845;MR366913GP;583;98;996.469;2017-08-04;6;89452025.661
846;MR366913GP;1589;98;172.543;2017-08-04;6;1639503.5860000001
847;UD809976DR;979;95;627.007;2015-02-12;4;22277558.709999997
848;SD877430OG;195;62;745.963;2021-03-21;8;69796028.095
849;SD877430OG;790;62;218.085;2021-03-21;8;10830319.185
850;SD877430OG;1659;62;234.113;2021-03-21;8;22025351.04
851;DO259809GO;558;5;163.846;2014-12-24;7;4679114.068
852;DO259809GO;1110;5;30.468;2014-12-24;7;1425110.232
853;CQ924316UJ;647;69;761.375;2011-05-03;3;16635282.375
854;CQ924316UJ;1631;69;359.797;2011-05-03;3;31513899.636000004
855;CQ924316UJ;1264;69;252.132;2011-05-03;3;3672806.844
856;VB230611CS;1730;35;177.613;2020-11-19;7;17565925.7
857;VB230611CS;408;35;368.499;2020-11-19;7;8286068.514
858;VB230611CS;862;35;620.642;2020-11-19;7;52772568.61800001
859;OT838259XC;1000;92;7.753;2014-08-09;7;385517.925
860;OT838259XC;700;92;631.052;2014-08-09;7;15488540.288
861;GH348396IH;886;23;724.339;2013-11-05;0;39222232.511
862;GH348396IH;78;23;987.013;2013-11-05;0;50412675.988
863;ZY463019GN;496;28;417.77;2011-04-24;7;3602430.71
864;SU950213FO;1639;65;441.633;2018-07-11;8;2091132.255
865;SU950213FO;218;65;691.409;2018-07-11;8;65692151.908
866;SU950213FO;50;65;872.937;2018-07-11;8;39671494.902
867;FM871294CQ;887;93;910.869;2016-07-25;4;53055386.643
868;FM871294CQ;378;93;862.429;2016-07-25;4;63845618.87
869;ZX045621UR;859;66;894.415;2015-05-29;0;84902343.875
870;ZX045621UR;711;66;829.783;2015-05-29;0;60105331.605000004
871;ZX045621UR;1588;66;740.126;2015-05-29;0;15478255.037999999
872;WC519545JC;1630;48;88.141;2021-09-19;5;4981905.602
873;WC519545JC;702;48;412.571;2021-09-19;5;5908016.720000001
874;WC519545JC;1247;48;155.682;2021-09-19;5;6922244.448
875;BN525403DC;887;19;572.771;2020-02-09;3;33362192.437
876;BN525403DC;723;19;813.578;2020-02-09;3;8313953.5819999995
877;LA519016RN;460;25;747.982;2013-04-02;7;40314733.835999995
878;FG222717RR;233;32;634.828;2020-03-03;7;13290759.008
879;SX264348CC;738;57;69.635;2012-11-19;4;6044526.905
880;SX264348CC;1770;57;177.403;2012-11-19;4;5968546.532
881;SX264348CC;444;57;493.835;2012-11-19;4;7106779.484999999
882;BF410148DA;1994;88;88.373;2013-10-25;4;6548439.300000001
883;WY704310VD;1244;89;821.189;2021-02-10;6;62526151.649
884;WY704310VD;924;89;478.576;2021-02-10;6;29946414.624
885;CC932961OD;1068;63;2.739;2014-06-17;7;153463.43099999998
886;CC932961OD;696;63;593.452;2014-06-17;7;36796397.808
887;CC932961OD;460;63;216.881;2014-06-17;7;11689452.138
888;ZI635335YW;1734;37;688.904;2018-12-08;3;58036028.576
889;ZI635335YW;1611;37;321.151;2018-12-08;3;29973343.981000002
890;ZI635335YW;958;37;177.285;2018-12-08;3;6613262.3549999995
891;IZ966899DI;859;64;15.685;2022-05-14;7;1488898.625
892;ZU593185AM;1132;55;819.793;2020-04-10;7;62055050.928
893;ZU593185AM;960;55;875.915;2020-04-10;7;24946935.115
894;XZ326942AC;790;35;434.096;2012-07-14;4;21557641.456
895;XZ326942AC;5;35;292.242;2012-07-14;4;2154408.024
896;TC326167WI;225;25;14.248;2014-02-18;1;202549.568
897;IB603766NF;503;23;86.844;2018-05-29;3;6995371.044
898;IB603766NF;344;23;757.042;2018-05-29;3;48465828.84
899;HN015984BF;351;59;836.909;2016-09-30;4;22081007.055999998
900;HN015984BF;286;59;744.774;2016-09-30;4;15113698.782
901;HN015984BF;324;59;823.185;2016-09-30;4;44829008.73
902;IB359221GB;1721;78;810.929;2017-07-02;2;50981484.372
903;IB359221GB;1897;78;903.747;2017-07-02;2;32595443.049
904;IB359221GB;914;78;355.86;2017-07-02;2;6897990.24
905;UG619736CP;1750;95;835.772;2014-06-17;5;1414961.996
906;UG619736CP;1916;95;572.959;2014-06-17;5;31998614.231999997
907;JI784660SR;1269;3;893.66;2015-03-11;6;54014597.72
908;JI784660SR;1934;3;523.039;2015-03-11;6;45369448.938
909;JI784660SR;1464;3;823.745;2015-03-11;6;65711786.14
910;SW639120DD;908;85;401.986;2014-04-05;4;39240265.376
911;SW639120DD;274;85;762.969;2014-04-05;4;57802531.440000005
912;RG662713AL;1523;76;218.069;2016-09-29;4;3774774.3899999997
913;HJ911526UZ;1466;54;291.237;2011-02-15;3;26213077.422000002
914;HJ911526UZ;822;54;218.828;2011-02-15;3;4174362.928
915;FV569825OV;1783;93;144.6;2021-07-17;7;6564117.0
916;CL984176GJ;942;29;294.487;2012-03-24;8;3473179.6780000003
917;VL284376OU;133;83;635.089;2021-01-05;3;1072030.232
918;VL284376OU;1175;83;353.392;2021-01-05;3;28061445.152
919;VL284376OU;775;83;254.341;2021-01-05;3;15790760.985000001
920;PH652064AN;216;65;618.875;2011-09-14;0;14175950.75
921;PH652064AN;1157;65;825.3;2011-09-14;0;79924527.89999999
922;PH652064AN;713;65;633.831;2011-09-14;0;13861883.97
923;WV179161VK;579;44;698.15;2014-05-05;2;45910344.0
924;WV179161VK;674;44;647.239;2014-05-05;2;61811324.5
925;WV179161VK;800;44;317.004;2014-05-05;2;29305751.784
926;LR914471UU;1632;35;906.671;2019-08-27;0;21410128.994000003
927;LR914471UU;1819;35;831.364;2019-08-27;0;23348026.576
928;LR914471UU;233;35;568.399;2019-08-27;0;11900001.464
929;NM976307SB;1299;53;925.435;2016-04-26;5;86530023.36999999
930;NM976307SB;836;53;357.403;2016-04-26;5;7672012.798
931;ZN741507IR;253;30;228.101;2014-11-06;4;5138203.126
932;ZN741507IR;1307;30;703.79;2014-11-06;4;41137933.08
933;ZN741507IR;257;30;887.653;2014-11-06;4;52430999.751
934;KN305206BX;357;32;513.876;2020-02-16;5;15837658.319999998
935;SE942943BT;1633;36;882.593;2013-06-08;0;3776615.4469999997
936;SE942943BT;917;36;453.897;2013-06-08;0;24898066.038
937;TO426843FR;1069;79;371.871;2011-06-14;1;22314119.355
938;TO426843FR;188;79;896.265;2011-06-14;1;6719298.705
939;TO426843FR;1213;79;820.427;2011-06-14;1;37322044.657
940;SZ943828PK;335;6;499.436;2015-06-13;8;40050272.276
941;SZ943828PK;185;6;167.238;2015-06-13;8;12443845.104
942;SZ943828PK;680;6;496.176;2015-06-13;8;36655002.0
943;EO124716KQ;398;50;232.959;2014-01-10;8;1069048.851
944;YB324311MG;536;66;678.938;2011-05-04;7;11571819.272
945;YB324311MG;1834;66;397.034;2011-05-04;7;7589701.944
946;CT063847EZ;1671;83;396.674;2021-02-06;8;38582893.283999994
947;RK472397CX;180;31;146.201;2022-01-15;5;9729091.746
948;RK472397CX;1876;31;888.426;2022-01-15;5;46708996.95
949;RK472397CX;642;31;898.085;2022-01-15;5;13926604.095
950;QE028754WJ;1879;11;401.765;2020-10-02;5;24629399.794999998
951;UI582962RQ;11;41;242.442;2013-10-22;2;4546514.826
952;UI582962RQ;355;41;872.802;2013-10-22;2;8716673.574000001
953;UI582962RQ;591;41;822.087;2013-10-22;2;74919254.571
954;PQ144442JE;1968;53;520.979;2018-05-19;7;49277840.673
955;PQ144442JE;107;53;353.333;2018-05-19;7;27025027.838000003
956;PQ144442JE;1675;53;281.472;2018-05-19;7;24293003.904
957;ED484131FK;537;85;487.735;2020-10-10;1;23066939.09
958;UI879275XX;1153;68;500.062;2011-05-02;8;42674290.956
959;PP000855PA;731;70;450.182;2012-10-17;7;27183789.888
960;AN331531PJ;1252;70;597.316;2021-07-17;8;5370468.156
961;RY940946PY;1767;84;187.198;2018-06-01;5;8295492.172
962;RY940946PY;257;84;474.422;2018-06-01;5;28022684.274
963;LF969131SV;466;90;108.158;2015-06-08;0;2150505.514
964;LF969131SV;1248;90;263.404;2015-06-08;0;19872514.78
965;AI413514AX;1292;52;643.664;2015-07-09;1;59092860.848
966;FG655809QT;1230;70;91.614;2012-07-27;5;6690387.192000001
967;FG655809QT;123;70;538.146;2012-07-27;5;50478094.8
968;FG655809QT;143;70;326.212;2012-07-27;5;18978687.948
969;GO394331ZI;348;48;647.412;2015-12-12;7;50658694.176
970;TB732600NP;1130;64;633.465;2018-03-14;6;52614335.970000006
971;ZN066991PD;1561;14;880.009;2018-08-05;0;30751914.505
972;ZN066991PD;1800;14;786.928;2018-08-05;0;10813964.576
973;ZN066991PD;878;14;864.092;2018-08-05;0;42534064.608
974;VI155774IU;1369;98;783.532;2021-01-15;2;63131523.836
975;XO944420UH;21;11;709.77;2021-11-13;3;16354520.34
976;XO944420UH;926;11;586.571;2021-11-13;3;46043477.216000006
977;KK074965ZI;269;62;493.944;2018-12-08;0;35089287.816
978;KK074965ZI;134;62;104.174;2018-12-08;0;8633211.902
979;KT281289HK;1025;85;473.109;2017-03-27;0;13409801.496
980;EZ329171OL;1651;43;45.532;2017-01-27;7;299828.22
981;EZ329171OL;1583;43;956.882;2017-01-27;7;77343815.178
982;PL284480ZP;898;8;712.378;2019-12-15;8;38942143.370000005
983;GN540731OJ;308;67;650.198;2022-02-25;8;27911699.744
984;GN540731OJ;727;67;804.614;2022-02-25;8;2236826.92
985;GN540731OJ;1720;67;756.889;2022-02-25;8;51992976.077
986;KF157041JT;166;35;871.78;2016-06-25;0;66633632.519999996
987;FC812338ET;637;5;96.719;2016-03-30;7;235317.327
988;FC812338ET;1419;5;450.223;2016-03-30;7;1935958.9000000001
989;MF651876NX;1863;98;463.135;2016-06-03;0;34220582.015
990;MF651876NX;1750;98;517.537;2016-06-03;0;876190.1410000001
991;TB921459OK;1522;66;621.044;2019-08-19;6;38399150.519999996
992;OV909995QZ;1303;68;800.238;2011-10-21;8;72692819.68200001
993;OV909995QZ;1547;68;248.653;2011-10-21;8;22926303.906
994;OV909995QZ;257;68;41.776;2011-10-21;8;2467582.992
995;ZC824585SN;1116;51;565.195;2022-11-14;8;15926629.905000001
996;ZC824585SN;1720;51;27.569;2022-11-14;8;1893797.317
997;ZC824585SN;1290;51;791.687;2022-11-14;8;51631451.079
998;XJ410047AT;1667;48;74.605;2017-04-29;6;6924090.050000001
999;XJ410047AT;932;48;267.453;2017-04-29;6;20460154.499999996
1000;VW415638ZP;1984;56;696.412;2020-07-13;4;11348729.952000001
1001;XU183352GO;638;31;573.472;2011-04-28;7;4234517.248
1002;XU183352GO;1610;31;270.506;2011-04-28;7;23611927.727999996
1003;JT704705IJ;1095;65;61.306;2013-02-06;5;4191613.832
1004;JT704705IJ;303;65;770.073;2013-02-06;5;70541767.092
1005;JT704705IJ;435;65;88.498;2013-02-06;5;8078362.934
1006;TS021939QT;905;61;108.505;2014-12-13;5;4031394.77
1007;UR802160DO;1733;47;410.18;2021-07-27;0;9086717.540000001
1008;UR802160DO;1461;47;891.332;2021-07-27;0;12778135.552
1009;UR802160DO;1953;47;923.528;2021-07-27;0;50605640.288
1010;HN133103LM;28;20;518.506;2020-03-08;0;18498738.562
1011;HN133103LM;237;20;283.226;2020-03-08;0;8350068.932
1012;HN133103LM;903;20;113.377;2020-03-08;0;10975573.862
1013;OQ654516KE;651;75;739.086;2016-06-05;2;73410456.036
1014;OQ654516KE;1209;75;397.577;2016-06-05;2;6646294.709
1015;OQ654516KE;1265;75;541.232;2016-06-05;2;16357654.736
1016;GS718340UK;711;20;873.25;2011-08-15;0;63253863.75
1017;QE431239SS;668;13;373.172;2021-12-03;7;25787304.716000002
1018;QE431239SS;781;13;376.65;2021-12-03;7;19999738.349999998
1019;JR176115IR;1716;8;892.322;2013-04-05;2;5229899.242
1020;JR176115IR;746;8;356.883;2013-04-05;2;2392543.6319999998
1021;JR176115IR;1861;8;289.156;2013-04-05;2;26931989.84
1022;DW433880ZU;992;90;254.424;2016-07-18;5;736303.056
1023;DW433880ZU;600;90;901.343;2016-07-18;5;41105747.515
1024;PU616014GT;71;94;100.313;2014-07-04;3;3213226.0160000003
1025;YG089342BD;1007;32;112.625;2021-06-09;7;9513996.875
1026;YG089342BD;641;32;230.71;2021-06-09;7;10967722.69
1027;YG089342BD;761;32;974.409;2021-06-09;7;84160679.739
1028;RU144069HD;603;12;349.622;2015-06-23;3;33060605.942
1029;RU144069HD;1777;12;1.179;2015-06-23;3;24713.019
1030;RU144069HD;74;12;806.915;2015-06-23;3;73077450.06
1031;HA587801VH;990;16;182.984;2021-09-21;7;14546679.048
1032;HA587801VH;644;16;72.475;2021-09-21;7;3601355.2249999996
1033;HA587801VH;361;16;835.124;2021-09-21;7;24701297.672000002
1034;KP120135XS;211;27;212.413;2020-06-06;0;8508839.954
1035;KP120135XS;1624;27;446.62;2020-06-06;0;8216468.14
1036;KP120135XS;1545;27;966.585;2020-06-06;0;15731170.875
1037;BZ724301CE;1307;91;183.77;2016-04-08;3;10741724.040000001
1038;BZ724301CE;661;91;120.88;2016-04-08;3;11773591.12
1039;BZ724301CE;1483;91;65.578;2016-04-08;3;5085836.212
1040;SM532481LR;1231;46;903.247;2018-12-03;4;15050804.761
1041;SM532481LR;1758;46;447.852;2018-12-03;4;10634245.74
1042;IU517500IH;1754;62;81.352;2018-10-25;3;4400248.328
1043;ZV991670FB;1730;10;512.176;2016-11-02;0;50654206.400000006
1044;ZV991670FB;1265;10;958.312;2016-11-02;0;28963063.576
1045;PC556623JB;303;68;909.189;2015-06-03;4;83285349.156
1046;YI064799TG;1401;5;443.407;2016-04-04;2;2169590.451
1047;JL449713PV;577;47;621.622;2013-08-22;7;41466538.754
1048;JL449713PV;1091;47;514.646;2013-08-22;7;21312520.152
1049;BD531045QX;19;42;790.84;2015-04-04;8;6042017.600000001
1050;BD531045QX;669;42;484.771;2015-04-04;8;18028633.490000002
1051;EX563431NC;797;11;845.614;2019-03-01;2;32981482.842
1052;EX563431NC;446;11;182.295;2019-03-01;2;16106127.839999998
1053;BW865908UW;1036;56;5.387;2022-04-21;8;7234.740999999999
1054;BW865908UW;619;56;88.114;2022-04-21;8;1907491.8720000002
1055;EW201066EV;1710;40;339.867;2018-02-18;0;22896499.923
1056;EW201066EV;144;40;309.912;2018-02-18;0;26980628.808
1057;DT030356DI;1088;46;578.242;2011-07-29;3;26681820.606
1058;XS841045UD;1685;65;194.304;2016-09-17;2;5550876.672
1059;MS262138NT;1888;38;557.692;2020-07-29;2;22299872.312
1060;MS262138NT;982;38;219.556;2020-07-29;2;19864109.544
1061;HA106956IJ;1273;68;439.601;2022-06-18;8;5027716.637
1062;HA106956IJ;1454;68;469.301;2022-06-18;8;37604150.528
1063;MQ123319GB;1367;36;260.616;2013-05-21;7;26048829.816
1064;DV434734RY;1353;72;778.116;2012-06-10;7;12151059.456
1065;OY091090GY;810;13;131.813;2011-01-27;7;8880109.997
1066;OY091090GY;1344;13;625.479;2011-01-27;7;33364300.818000004
1067;OY091090GY;423;13;845.815;2011-01-27;7;83944601.305
1068;HE900509AL;335;53;160.724;2012-06-19;1;12888618.284
1069;HE900509AL;1442;53;60.597;2012-06-19;1;3086205.21
1070;XL493446QL;1857;12;830.444;2019-02-25;3;5422799.319999999
1071;FU654905CC;1016;81;316.92;2020-08-29;2;12651763.32
1072;FU654905CC;519;81;4.318;2020-08-29;2;295593.008
1073;FU654905CC;1254;81;117.939;2020-08-29;2;1501953.1649999998
1074;RY529786AK;1255;39;756.482;2012-02-25;2;3436697.726
1075;RY529786AK;585;39;962.328;2012-02-25;2;36606957.12
1076;MW062889CF;1524;22;478.362;2016-01-31;3;25103002.674000002
1077;QY467877FD;827;64;279.932;2020-12-15;8;8232800.12
1078;QY467877FD;1862;64;176.554;2020-12-15;8;14503734.546
1079;KJ009746NS;572;63;330.757;2017-09-11;4;24413174.17
1080;HM827436DE;192;68;179.934;2012-05-26;1;3322841.178
1081;HM827436DE;739;68;875.016;2012-05-26;1;67839990.48
1082;QN513030VX;216;26;698.439;2016-04-14;4;15998443.734
1083;QN513030VX;1584;26;797.379;2016-04-14;4;77814621.852
1084;QN513030VX;396;26;144.312;2016-04-14;4;9323276.760000002
1085;BA209952DR;1620;61;62.32;2016-07-13;3;4781190.4
1086;BA209952DR;1559;61;588.28;2016-07-13;3;18799075.68
1087;BA209952DR;59;61;322.916;2016-07-13;3;15390499.476
1088;QH987846TO;1274;77;319.831;2019-04-25;5;25874327.900000002
1089;QH987846TO;658;77;303.265;2019-04-25;5;29470989.435
1090;QH987846TO;481;77;868.228;2019-04-25;5;19694015.724
1091;PA134971UZ;817;13;924.61;2014-04-17;6;58150572.12
1092;PA134971UZ;122;13;382.149;2014-04-17;6;19447180.461
1093;UC296846AG;1093;59;0.669;2019-07-16;4;18742.035
1094;RZ709661WK;564;47;372.519;2019-12-02;1;22819768.902
1095;RZ709661WK;815;47;620.994;2019-12-02;1;3756392.7060000002
1096;RC939066NT;1131;59;267.54;2014-02-03;7;14003043.600000001
1097;RC939066NT;1719;59;333.843;2014-02-03;7;1329028.983
1098;PR363448SS;341;27;424.063;2018-11-29;6;39404782.085999995
1099;PU764616TF;1734;34;724.082;2020-05-06;5;60999564.008
1100;PU764616TF;1369;34;513.294;2020-05-06;5;41357637.462
1101;PU764616TF;39;34;156.289;2020-05-06;5;6454891.988999999
1102;DR476087MO;355;34;974.887;2020-10-26;8;9736196.468999999
1103;OM853235CP;1897;65;984.131;2020-02-06;6;35494652.777
1104;OM853235CP;1788;65;473.438;2020-02-06;6;7050438.6959999995
1105;GB656779RA;1294;56;55.461;2021-10-24;7;1952116.278
1106;RG975069OI;749;20;446.553;2014-01-10;0;34581510.873
1107;RG975069OI;930;20;882.228;2014-01-10;0;79303474.92
1108;RG975069OI;829;20;35.733;2014-01-10;0;164836.329
1109;LQ128782PZ;792;40;437.532;2017-09-26;2;24912634.548
1110;XC276767QY;329;97;463.526;2019-02-17;4;20269528.454
1111;XC276767QY;825;97;740.7;2019-02-17;4;15853202.100000001
1112;VS180843UY;14;33;907.462;2012-12-16;5;46891283.926
1113;YS565462SJ;1741;67;970.128;2018-08-27;1;72516097.87200001
1114;YS565462SJ;823;67;639.497;2018-08-27;1;33032578.038
1115;SD533214VP;1350;57;304.952;2018-04-28;2;10468392.256
1116;OU563492AH;865;10;240.956;2011-08-08;7;16457053.843999999
1117;PF527279VY;760;42;689.739;2013-10-31;8;48076877.517000005
1118;PF527279VY;1553;42;354.504;2013-10-31;8;19095003.456
1119;XI964654GQ;631;17;629.168;2011-03-08;6;41540817.2
1120;XI964654GQ;709;17;409.291;2011-03-08;6;15147859.91
1121;XI964654GQ;329;17;826.036;2011-03-08;6;36121728.243999995
1122;HV556461EC;421;58;382.958;2022-08-30;8;34962533.568
1123;HV556461EC;1825;58;655.366;2022-08-30;8;24740066.5
1124;GG483946FW;328;21;765.155;2019-10-17;8;29156996.43
1125;GG483946FW;1183;21;381.708;2019-10-17;8;12159308.340000002
1126;ZY603471TD;1718;21;494.539;2017-10-20;5;36821395.784
1127;ZY603471TD;184;21;861.977;2017-10-20;5;43837564.289
1128;ZY603471TD;83;21;647.529;2017-10-20;5;11964393.333
1129;JD546119QK;742;7;327.784;2013-01-24;2;31601983.224
1130;JD546119QK;1219;7;422.104;2013-01-24;2;29337494.312
1131;DW073619IJ;633;26;358.472;2012-07-21;3;15136480.2
1132;DG424728SR;517;63;425.552;2013-12-11;8;11736724.16
1133;DG424728SR;1387;63;221.958;2013-12-11;8;21928784.526
1134;DG424728SR;273;63;766.021;2013-12-11;8;12771868.133
1135;TM920681XT;1820;42;191.255;2014-07-25;1;15509250.459999999
1136;RS488200JL;752;4;628.015;2014-04-12;2;50639989.525
1137;RS488200JL;1347;4;756.237;2014-04-12;2;71961244.20899999
1138;RS488200JL;650;4;989.089;2014-04-12;2;77237960.01
1139;KH721038FH;1898;88;402.167;2016-12-06;2;10026827.644
1140;NR398117CW;359;80;739.304;2016-12-02;8;42033128.92
1141;BC107519HN;100;0;949.287;2020-12-31;2;50346385.332
1142;WC219043VM;997;16;193.646;2020-12-01;5;15603801.033999998
1143;WC219043VM;1420;16;444.454;2020-12-01;5;2615611.79
1144;UN725530WX;341;71;855.415;2013-02-06;0;79486872.63
1145;XY060310LW;317;34;929.904;2022-04-02;2;77031387.552
1146;XY060310LW;908;34;400.818;2022-04-02;2;39126249.888
1147;EW760072JC;104;83;427.826;2013-12-26;8;26807149.334000003
1148;EW760072JC;136;83;773.619;2013-12-26;8;46215225.441
1149;EW760072JC;672;83;453.722;2013-12-26;8;7577157.399999999
1150;UV568837TC;1683;24;941.602;2020-06-05;1;44024601.51
1151;FY092247AW;1002;63;204.823;2020-05-09;7;14942247.496000001
1152;FY092247AW;1673;63;361.009;2020-05-09;7;534654.329
1153;CI656991PC;71;32;296.613;2019-11-20;3;9501107.616
1154;CI656991PC;1166;32;392.772;2019-11-20;3;21241502.531999998
1155;CI656991PC;1639;32;332.28;2019-11-20;3;1573345.7999999998
1156;PF877788SF;1024;22;615.75;2022-12-27;5;10663558.5
1157;PF877788SF;1673;22;233.41;2022-12-27;5;345680.21
1158;GL116068WD;973;26;267.3;2022-05-06;8;21897750.6
1159;XY729812CN;831;40;790.929;2019-02-21;3;57625505.081999995
1160;RJ157195ZW;588;67;600.107;2012-12-29;4;19390657.384
1161;RJ157195ZW;1477;67;83.323;2012-12-29;4;7782034.908
1162;BQ096737PH;372;63;113.018;2017-07-09;1;4015868.594
1163;BQ096737PH;676;63;664.253;2017-07-09;1;33096405.725
1164;BQ096737PH;1051;63;302.27;2017-07-09;1;2871867.27
1165;UW445044DJ;1722;68;985.822;2021-05-20;8;69536926.414
1166;UW445044DJ;1288;68;518.724;2021-05-20;8;26531176.428000003
1167;JZ839824GC;566;63;246.358;2022-11-12;7;11102123.27
1168;JZ839824GC;309;63;640.795;2022-11-12;7;31068304.779999997
1169;JZ839824GC;650;63;989.248;2022-11-12;7;77250376.32000001
1170;DE934477PF;1112;15;110.222;2013-10-16;2;10246678.008
1171;DE934477PF;1679;15;362.959;2013-10-16;2;33818704.825
1172;DE934477PF;1882;15;190.357;2013-10-16;2;280395.861
1173;OC368394VS;695;28;668.032;2019-12-06;4;12271747.84
1174;OC368394VS;915;28;376.649;2019-12-06;4;25788027.083
1175;OC368394VS;663;28;66.541;2019-12-06;4;6610316.022
1176;MY503735FQ;699;32;265.563;2020-12-25;5;16139856.887999998
1177;MY503735FQ;441;32;233.386;2020-12-25;5;12682195.24
1178;OT271322ZT;1190;3;746.341;2017-04-20;6;63141194.941
1179;OT271322ZT;1499;3;174.087;2017-04-20;6;12124463.202
1180;OT271322ZT;433;3;574.46;2017-04-20;6;30815183.32
1181;CT765829AY;414;23;411.519;2019-05-18;7;32848681.137000002
1182;CT765829AY;1742;23;184.845;2019-05-18;7;7074942.375
1183;EZ870584XG;417;25;931.105;2014-04-22;3;5381786.9
1184;EZ870584XG;1075;25;443.298;2014-04-22;3;28637050.8
1185;ZA033765EK;1840;26;368.281;2022-09-25;6;34251974.405
1186;ZA033765EK;1849;26;381.949;2022-09-25;6;22290161.691
1187;ZA033765EK;206;26;285.05;2022-09-25;6;5752594.05
1188;FH641561AN;1640;91;178.815;2015-04-18;7;13569733.905
1189;FH641561AN;706;91;304.66;2015-04-18;7;22299893.360000003
1190;GM193130NV;1537;85;939.28;2018-02-25;8;88380612.32
1191;JA575615BH;483;7;541.478;2021-11-02;1;2126925.584
1192;JA575615BH;541;7;6.289;2021-11-02;1;535508.35
1193;JA575615BH;449;7;831.227;2021-11-02;1;33441924.664
1194;LF042290RZ;1285;42;296.958;2021-11-19;0;4200173.9520000005
1195;LF042290RZ;265;42;846.818;2021-11-19;0;50062186.524
1196;LF042290RZ;723;42;669.081;2021-11-19;0;6837338.739
1197;CC182606JB;568;2;671.773;2019-01-14;0;5910930.627
1198;SX291706MD;1823;95;103.561;2022-01-05;7;3291686.3850000002
1199;SX291706MD;1081;95;190.665;2022-01-05;7;10803078.9
1200;KT131966KN;637;46;187.145;2018-05-13;2;455323.78500000003
1201;TJ986391DD;1487;71;967.539;2018-02-06;5;14044796.124
1202;DK361581CG;1511;14;441.431;2015-05-29;5;23652755.842
1203;DK361581CG;1419;14;744.928;2015-05-29;5;3203190.4
1204;SZ603356KY;1449;8;85.37;2022-10-05;2;1489791.87
1205;SZ603356KY;1361;8;313.548;2022-10-05;2;24431660.16
1206;WW788458WC;1037;59;230.855;2022-09-04;7;17346213.845
1207;UQ804269NO;924;27;336.551;2020-09-21;4;21059342.274
1208;UQ804269NO;1145;27;23.872;2020-09-21;4;2085219.2
1209;UQ804269NO;568;27;483.34;2020-09-21;4;4252908.66
1210;VM274397SK;1019;80;8.272;2019-05-28;2;547126.6240000001
1211;QH737817YH;500;12;448.957;2018-02-16;3;6031288.3379999995
1212;QH737817YH;612;12;393.638;2018-02-16;3;13042014.216
1213;JW951419ZS;790;36;25.455;2016-06-13;5;1264120.755
1214;JW951419ZS;387;36;197.027;2016-06-13;5;1053109.315
1215;JW951419ZS;1103;36;555.264;2016-06-13;5;9051913.728
1216;LX894140IK;1498;72;737.002;2014-06-18;2;50307756.519999996
1217;BY016147NQ;1773;81;558.206;2019-07-08;1;18109877.258
1218;BY016147NQ;1945;81;55.807;2019-07-08;1;889451.966
1219;BY016147NQ;270;81;498.061;2019-07-08;1;1875697.726
1220;WT851189QL;1851;32;0.746;2017-07-21;4;37845.326
1221;KV082316FS;632;13;44.081;2021-03-28;1;880782.461
1222;YH159893YL;1617;52;489.121;2022-03-21;4;34190047.021
1223;DO687645YI;50;26;472.021;2021-09-30;7;21451466.366
1224;DO687645YI;315;26;507.103;2021-09-30;7;9311425.286
1225;DO687645YI;106;26;420.824;2021-09-30;7;27676752.832000002
1226;SC496922LH;1592;53;966.758;2019-03-31;2;67379165.568
1227;SC496922LH;373;53;444.917;2019-03-31;2;39394730.848
1228;SC496922LH;1589;53;359.771;2019-03-31;2;3418544.0420000004
1229;KO818684XI;905;59;223.504;2017-09-30;7;8304067.615999999
1230;KO818684XI;887;59;39.644;2017-09-30;7;2309144.068
1231;TM484137FW;1538;69;45.932;2019-06-28;8;2172537.668
1232;ST985011ML;858;15;754.656;2016-06-26;0;6376843.199999999
1233;VA805552UJ;111;46;479.996;2014-07-25;6;14626918.108
1234;VA805552UJ;357;46;101.589;2014-07-25;6;3130972.98
1235;SL007502KA;258;31;380.568;2018-01-15;6;561337.7999999999
1236;SL007502KA;1700;31;117.048;2018-01-15;6;5299699.3440000005
1237;RZ633880RK;1257;45;860.181;2020-05-25;2;31843040.439000003
1238;RZ633880RK;899;45;868.138;2020-05-25;2;15727188.008000001
1239;RZ633880RK;397;45;602.057;2020-05-25;2;5954945.7870000005
1240;QW913519KA;290;14;644.613;2020-03-23;6;37790437.125
1241;HG386054LO;1264;97;466.299;2018-08-02;4;6792577.533
1242;HG386054LO;556;97;883.485;2018-08-02;4;73605785.805
1243;HG386054LO;325;97;523.065;2018-08-02;4;48614184.16500001
1244;TK022228DR;813;85;8.434;2017-04-26;6;332164.65599999996
1245;SM828463AF;362;54;868.73;2013-03-11;6;48047718.84
